noteId,noteAuthorParticipantId_x,createdAtMillis_x,tweetId,classification,summary,timestampMillisOfFirstNonNMRStatus,firstNonNMRStatus,found_keywords
1834601309686866017,0B81AF54DF8BA637840406489DB27534AE541E966EFD85AA3B19107B11A2612C,1726238012130,1834285693134405769,MISINFORMED_OR_POTENTIALLY_MISLEADING,"NN - On how we do a CN, we have to choose between 2 options, one being the exact thing that this post is needed?    &quot;Given current evidence, I believe this post is likely...  Potentially misleading and would benefit from added context&quot;    And on the examples too;  https://communitynotes.x.com/guide/en/contributing/examples",1726246352548.0,CURRENTLY_RATED_NOT_HELPFUL,[]
1461352226706755596,3DC9E84FD4964D9A3FDF80101F73238C6E12DC680AAFB3D8909E7325C05732D3,1637248496114,1461092760983846915,MISINFORMED_OR_POTENTIALLY_MISLEADING,This PA worked at a tiny community hospital. There is no way “vaccine injured” patients came “flooding in”. It’s  all unsupported rhetoric.  https://www.zocdoc.com/doctor/deborah-conrad-pa,nan,nan,[]
1842241088821608645,EA24399CFF1B32F3AECAAA10D5409A0E5A4CCDD49BACC6BE6859C120380F96A5,1728059477416,1841732776313168307,MISINFORMED_OR_POTENTIALLY_MISLEADING,This claim is false as there is no facts or evidence to back it up.     https://x.com/iamcardib/status/1841694694251667621?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1841694694251667621%7Ctwgr%5E5365360d7bf2e34c11855026813d39508ec0afd3%7Ctwcon%5Es1_c10&amp;ref_url=https%3A%2F%2Fwww.vibe.com%2Fnews%2Fentertainment%2Fcardi-b-cheating-allegations-nfl-player-response-1234928632%2F,nan,nan,[]
1760778243651637694,39B2D9BC200CB3476734CEA870E287D504BEFA52826FCB8A801E2C2AB7F3A083,1708637221622,1760593429556334793,NOT_MISLEADING,Note Not Needed Dan is sharing the opinion of someone he spoke with. ,nan,nan,[]
1695845328040104285,24807C7C2E8C37AA8D6C4E18F8C11B7869C8557FF8D49FC15D6263D4903F0677,1693156008143,1695833382947860500,MISINFORMED_OR_POTENTIALLY_MISLEADING,Theft under $1000 was reclassified from a felony to a  misdemeanor. A misdemeanor is indeed a consequence. ,nan,nan,[]
1675238648030146562,590487E4AA32B047D196A42E55A3D56DBB503A2B3689192F9962D4BB9CCDF992,1688242992777,1675093314717077506,NOT_MISLEADING,"There is not a community note needed for this post, this is clearly a opinion.",nan,nan,[]
1848721449395360144,23A9E3B89B8D7230532DF07B9763D65239994B5DC4C6CB2911F11D7CE3731721,1729604515777,1848717366944825736,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This account is using his posts for illegal ad for Stake, a gambling website.     https://business.x.com/en/help/ads-policies/ads-content-policies/gambling-content",nan,nan,[]
1819966352158818432,201C01DAE3D1301CC32AFAE99A162BF8D2F41DA7995EA08049A43207888A2DD4,1722748766351,1819817007753351554,MISINFORMED_OR_POTENTIALLY_MISLEADING,"YouTube no longer displays the number of dislikes on videos.    This number is estimated by a Google Chrome extension, which can be highly skewed and inaccurate on controversial videos or videos with a small sample size.    github.com/Anarios/return-youtube-dislike/blob/main/Docs/FAQ.md#5-how-is-the-dislike-count-calculated  x.com/nicholasdeorio/status/1737871252344213913  github.com/Anarios/return-youtube-dislike/issues/562",nan,nan,[]
1818868742119448924,3BB4FAB45941B964CFCF5ED830F68ED5D7B3378772DFACB09828E95A6CF2C3D7,1722487075725,1818867182530396610,MISINFORMED_OR_POTENTIALLY_MISLEADING,Temple did not lose as a result of a game winning pick 6. Coach LaSponge lost as a result of a QB kneel from Miami.   https://m.twitch.tv/icyvert?desktop-redirect=true,nan,nan,[]
1805983874394009667,D2CBAB1393CA296D8E940464BBF9E72F98990E39B806C43C6449EF077CA86B8A,1719415083874,1805803643871932664,MISINFORMED_OR_POTENTIALLY_MISLEADING,In 2016 Portugal made it to quarter finals winning only one game    https://en.wikipedia.org/wiki/UEFA_Euro_2016,nan,nan,[]
1812953723783815213,11CB53DE58B4EC9C73213EBD5DA202A33E2A8E1F86CEC3927BED2B24E4CDBC21,1721076825460,1812268879739298204,NOT_MISLEADING,This is true.    google.com/sex,nan,nan,[]
1813643832816542169,F8B1ED2681CB78D95EBE688378785D1B692F984131700B9486DB348ACD74D7AC,1721241360273,1716363395442639096,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Somalia is not an Arab country, the people neither speak Arabic nor have any Arabic ancestry.   This post doesn't show that South Sudan is an independent country and has been so since 2011. The people of South Sudan are not Arab either.    https://en.m.wikipedia.org/wiki/Somali_people    https://en.m.wikipedia.org/wiki/Demographics_of_South_Sudan",nan,nan,[]
1745302603435507873,0C576EA2767B6B940973557C6281953C12EBCE1C01102758F56377B7CB9A8A2E,1704947541468,1745294979403014244,NOT_MISLEADING,Cis is a widely disliked term among normal people.    Only a small subset of the population accepts the term to be used for them.    Its as much of a slur as any word could be.,nan,nan,[]
1837791888625357194,7561B82DAB6D3FBE2ECD8CF94056476CE9252C8890DB363352A32BDC185A39DD,1726998705427,1837762949127032943,MISINFORMED_OR_POTENTIALLY_MISLEADING,"⛔AI GENERATED⛔    -This particular image of Margaret Bourke is fake &amp; AI generated:  https://x.com/fakehistoryhunt/status/1836406527730602306    -A few examples of similar, real images of her can be found below:  https://www.loc.gov/exhibitions/images-from-americas-library/about-this-exhibition/photographers/oscar-graubner-margaret-bourke-white/  https://www.theatlantic.com/photo/2019/08/photography-of-margaret-bourke-white/596980/  https://x.com/Hector0P/status/1836434656494825610",nan,nan,[]
1845126417551327261,111F4A03D7F1923DCEC73DD8595474B5BFA1C4E88D3224D24348DD08B82C38D9,1728747393392,1845125235139342720,MISINFORMED_OR_POTENTIALLY_MISLEADING,⚠️ Deceptive site ahead    Potential threats on checkelgen-byzantine[.]xyz include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/?id=534618,,,[]
1830625824107852015,E0E815AD4D4E8F25EA28E21D31475BE0E43285A79844783035CC8905C40680BF,1725290182507,1830380863508336881,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The TSA has not confirmed whether Tulsi is on a watch list. However, if she were on a list, it could be more about her working as a potential unregistered agent for the Assad regime, and Russia, than for &quot;retaliation.&quot;?   https://www.kitv.com/news/hawaii-lawmakers-demand-tsa-explanation-for-tulsi-gabbards-inclusion-on-terrorist-watchlist/article_6b55f53a-5901-11ef-87ff-df2e0f3e6e55.html  https://www.cnn.com/2019/02/06/politics/tulsi-gabbard-syria-assad/index.html  https://www.thedailybeast.com/accused-russian-agent-elena-branson-gave-to-one-politician-tulsi-gabbard  https://www.hawaiifreepress.com/Articles-Main/ID/20879/Tulsi-Gabbard-Hires-Russian-Agent-to-Keep-Hawaii-Media-in-Check  ",nan,nan,[]
1770312788185055275,62B9386613155569DCB47BF9DC5C8E80D4784D886FCAD728B7645360A9A1FA6F,1710910434179,1770304340341002242,MISINFORMED_OR_POTENTIALLY_MISLEADING,Kate Bush did not say this.    https://www.snopes.com/fact-check/kate-bush-never-seen-hill/,1711693022124.0,CURRENTLY_RATED_HELPFUL,[]
1845042694436827199,E9682C4E1A0449AA11313C39475C1B11DA7C5BD2466CCD41359D6C9477F44A76,1728727432246,1844737352763142388,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The top picture has been altered digitally to look like a man.   Clear traces left from the original, e.g. not properly removing some of the long hair.  Bellow post has the original picture:  https://x.com/reddgarrfam/status/1844815508861829140?s=46",1728735267186.0,CURRENTLY_RATED_HELPFUL,[]
1833854497757512181,E05BE840D835C027EA7874901F68183E1E7B4CAE811B4FA2D26196DFCDA319DF,1726059958292,1833772724944032130,MISINFORMED_OR_POTENTIALLY_MISLEADING,This video clip of Prime Minister Narendra Modi has been altered. He did not make any remarks that would suggest he insulted the country.      https://www.factcrescendo.com/did-pm-modi-insult-india-abroad/    https://youtu.be/alIXpgd3xew,nan,nan,[]
1799946917847159128,60806AB5446999A220E537B2A36CE3C4670564D81422E6380863B638FBFF0BAB,1717975761270,1799935607738884309,MISINFORMED_OR_POTENTIALLY_MISLEADING,Andrew Tate's real account is @Cobratate.    https://x.com/cobratate  These scams attempt to get you to visit the site and connect your wallet where they can then gain access to your account and steal your funds.  https://trezor.io/support/a/airdrop-scam-tokens,1717990799541.0,CURRENTLY_RATED_HELPFUL,[]
1776320668360974811,58D10F5CBBBABAADE5BA0E2115420A1CDE39364E0B26C9790DB6783498D66E1A,1712342824434,1776312004803706972,MISINFORMED_OR_POTENTIALLY_MISLEADING,NNN  OP is obviously a joke or attempted satire.    https://www.merriam-webster.com/dictionary/joke    https://www.merriam-webster.com/dictionary/satire  ,nan,nan,[]
1846843711264636951,111F4A03D7F1923DCEC73DD8595474B5BFA1C4E88D3224D24348DD08B82C38D9,1729156828120,1846841663907332196,MISINFORMED_OR_POTENTIALLY_MISLEADING,⚠️ Deceptive site ahead    Potential threats on lagraange[.]com include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/538389/,,,[]
1824917853457289385,64B5C37B508E63D87B7FE04C24D2133D86F0719D272F5578A659A87D4D05E3DB,1723929296255,1824138344361787525,NOT_MISLEADING,"NNN    If note author would've read the screenshot Discord message, they would see Bub owning up to the fact that they did wrong. Proposed note is harassment at this point. ",1723958415898.0,CURRENTLY_RATED_NOT_HELPFUL,[]
1784892331558072399,2EA8D98E5B14BAF7791DC065F48E69F5AEC62D2D08F95B1D47374EB09A4B667C,1714386468195,1784767076860895314,NOT_MISLEADING,"Peter is asking a question, community notes is not the place to answer a question. Please reply to the post. NNN.",nan,nan,[]
1728072353395974559,859EAB504DF47C0D9C2C989EF6C35C1A1C296C566F5D30DA2000ED1E3F4A5D2F,1700839529734,1728068987047584222,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is misleading and missing important context.    The full unedited version of the clip shows the woman with him saying 'use this bit' to which Rishi Sunak replies 'sideways?' and she says 'yes.'    https://twitter.com/ionewells/status/1728071279784153348,1700954794573.0,CURRENTLY_RATED_HELPFUL,[]
1762861695754506518,06E681806538668828FF4C7A3CE0BDFF5714F0631BB854663A2A85EF0C847EED,1709133955312,1762858484679188594,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Alert: This user keeps deleting posts to evade Community notes.  Beware of Crypto Rover:  An investigation reveals he ghosted a paid project, misled followers on trades, and shilled pump and dump meme coins. Stay away from this scammer influencer      https://x.com/zachxbt/status/1759929050041033012?t=R4Q9qcD8oyhaR1lMtX3BDw&amp;s=09",nan,nan,[]
1748663007830307160,859DF2B84773D8379C4F1B725841033BE1C6243583487F148281EB6797F986A9,1705748724309,1748371184188539123,MISINFORMED_OR_POTENTIALLY_MISLEADING,NNN. CR7 have a sheet opinion     https://cr7.com,1705763994729.0,CURRENTLY_RATED_NOT_HELPFUL,[]
1834758961276301744,DF996986978300338055CE20140E12FB0F3CD89A89D15FFD9DA4C0E91F0D18B0,1726275599200,1834291906630557704,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This is in Bulawayo, Zimbabwe and not South Africa.     https://x.com/Bulawayo24News/status/1833963647749832739?t=WVNf7z67W7zbxAf1b4VRWw&amp;s=19",nan,nan,[]
1735019914329571699,026B8C926E3050B65A60B6C277577C4C41C711B8036094639EF0A4A1E52082A4,1702495957345,1734883993026224347,NOT_MISLEADING,NNN   this post is an opinion and phrased as such.   The community note SHOULD be added to the quoted post.,nan,nan,[]
1693496916720423240,4FAFBAF400A22FC218AC204B7FE957B616B94D31950A6BC841407CCA917EBA16,1692596103255,1693375455913750777,NOT_MISLEADING,Elon does not claim this Video to be real. It’s also irrelevant if this video is real or CGI. His claim is about the cyber truck being waterproof which actually is the current development plan. Therefore no context needed. ,nan,nan,[]
1719449101752815747,5DAD2102583C15CA8758D22D57082DC67671A261029684EDBAF022A3AC3091D0,1698783586337,1719396753831522788,MISINFORMED_OR_POTENTIALLY_MISLEADING,L+Ratio+TheHoesWontEvenApproachYouToBeScared+STFU+PinkTapeIsOveratedAF    https://www.metacritic.com/music/scaring-the-hoes/jpegmafia    https://www.metacritic.com/music/pink-tape/lil-uzi-vert,1698797214400.0,CURRENTLY_RATED_NOT_HELPFUL,[]
1833752069230252331,20837ED3C2C96F5644F6806C06532ABE3C1F24C2C47B6B1677760FADC8C5D0EE,1726035537426,1833675221368259013,NOT_MISLEADING,"NNN - CN’s linking to Agenda47 are incorrect. The Agenda47 page is a collage of concepts, it does not have any plan.",nan,nan,[]
1840146343026655559,111F4A03D7F1923DCEC73DD8595474B5BFA1C4E88D3224D24348DD08B82C38D9,1727560051101,1840145680658219227,MISINFORMED_OR_POTENTIALLY_MISLEADING,⚠️ Deceptive site ahead    Potential threats on starrynifts[.]co include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/?id=524126,,,[]
1828037538151383041,111F4A03D7F1923DCEC73DD8595474B5BFA1C4E88D3224D24348DD08B82C38D9,1724673087047,1828036860070994314,MISINFORMED_OR_POTENTIALLY_MISLEADING,"⚠️ Important Notice ⚠️    The link airdrop[.]0rderly[.]biz has been flagged as potentially fraudulent and may be designed to drain your crypto wallet. For your safety, it's recommended to avoid any interaction with this link.    For more details, please review the scam report: https://web3antivirus.io/scam-report/?id=499317",,,[]
1656326947545419776,1C4C1F8EBCF7C7CCFB354CF6DCE705DF2A7AA28AEF5928A48665B05ACF5A0CE3,1683734092017,1656266581729591296,MISINFORMED_OR_POTENTIALLY_MISLEADING,Verifiably false.      https://www.parl.ca/DocumentViewer/en/44-1/bill/C-311/first-reading    The bill doesn't mention abortion at all.  It is a sentencing guideline that makes assaulting pregnant women as aggravating factor.   ,nan,nan,[]
1753558150207410368,CC015B1C1FF0344C4FF413B525E8A1E19939678D2D6206590AF298B7ABA21032,1706915817202,1753404708616544587,MISINFORMED_OR_POTENTIALLY_MISLEADING,"‪It was actually the boy-band BTS and their fandom, the BTS ARMY, that popularized Stationhead and made it big. The fan account @btschartdata used the platform to  promote and stream BTS’ music. This got noticed by other artists who soon followed the trend. https://x.com/bandwagonasia/status/1407291030123077636?s=46‬",nan,nan,[]
1775197404611981699,5DF3F0FAD7826127831600111DD17D6BC8D705AFF294FF5AA77A7928E9792B29,1712075017493,1775121597797368300,MISINFORMED_OR_POTENTIALLY_MISLEADING,Almost all of the information in this thread is false or highly contested. There was never a lost of options presented to Truman in this way and the casualty estimates were not &quot;at least 200k.&quot;    https://blog.nuclearsecrecy.com/2020/06/09/what-journalists-should-know-about-the-atomic-bombings/,nan,nan,[]
1803059694421856421,CF6F0F238357A426CF1680B715A4234C9E0D2B3FCBBB1B797E946CA5C31B9F1C,1718717905038,1802600233257296345,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The oversight is not correlated to accidents. It is down to 48 in 2023 from 473 in 2000  https://www.news18.com/india/train-accidents-down-to-68-per-annum-from-2014-24-from-171-during-2004-2014-govt-data-on-safety-measures-8936307.html#:~:text=According%20to%20the%20government%20data,and%20118%20in%202013%2D14.  ",nan,nan,[]
1841327935942201720,6639819EAEA9B24A2B32A002EA348AB5FBE4370F2B54E4FE6927E00810110A96,1727841764805,1840938634016411913,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The drop is caused by crime in cities like NY, Pittsburgh, Allentown, Chicago and LA are not being voluntarily reported. California changed laws such as Prop. 47 to change some felonies to misdemeanors. Around 30% (~5,400) of 18,000 agencies have not reported in 2023.     https://www.nevada.courts.ca.gov/divisions/criminal-misdemeanor/prop-47-resentencing  https://www.nssf.org/articles/america-has-a-crime-reporting-problem/",nan,nan,[]
1720480805670060329,8ED304325B9A082B839C91489647B9C7EBF4020D268DB71CDD0966FD38DC9149,1699029563722,1720134489043562757,NOT_MISLEADING,NNN. The profile is called ‘Out Of Context’. You don’t need to police every post. Take it to comments. ,nan,nan,[]
1639236247335112705,1DD470881BADC4B299BD14D1EF101D582FD0EA0366D3A92EF2A3325366050E05,1679659351558,1635618674093486081,NOT_MISLEADING,This Tweet does not include any factual claims and is merely expressing a political opinion on a live controversy. The opinion is styled as a simple question and does not imply or hint at any particular answer.,nan,nan,[]
1823604273604673776,7D54231A0933AAF5D6668E0C32DAD0B40B885AA46533AA3696284B3972E23DB1,1723616114414,1823273995031949318,NOT_MISLEADING,NNN; opinion belongs in the comments.,nan,nan,[]
1819181126172152232,268640E73F1A3139274079E9D29CBAA87EA030D56D9FB61CBE13D62C8CE124AA,1722561553887,1819017065258270746,NOT_MISLEADING,This boxer was not allowed to fight in the world championships as a woman. That should mean something.,nan,nan,[]
1769180393217908750,B15224A0AC9A2C1648991B6D78121A02DBBD4A64C0427E07002DA292504F71D2,1710640450183,1769061409697022450,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This was not in 1986, this was in 1990, and the scientist was not alone.    https://x.com/timecaptales/status/1769060364698722567?s=46&amp;t=lk-D9t_8uvu_8RGBuZ2zXQ",nan,nan,[]
1713225391203103139,265DAAFE3F667CE0CF97A0160DDF93433EFB0A8A98E165B55F1C7E4E72FA7874,1697299738109,1713097600721678366,NOT_MISLEADING,"The CN pointing out that Raisa was 7 when 9/11 happened is really a nitpick. Short of a very strict literal interpretation, you can read &quot;Sinds 9/11 was ik voorstander&quot; like &quot;as a consequence of 9/11 I have been in favor of&quot;. Her post is a personal opinion, NNN. ",nan,nan,[]
1816169756980044020,30CDEA4C1D54035BB8B7E846A3ABBF0E91A68B87CC1314FC6AFF1E1642C2243A,1721843587523,1816120461488493011,NOT_MISLEADING,"NNN - the parts of OT that are opinion are clearly presented as such, suggested community note is speculation based on other people's opinions, nothing objective. Presenting balance with another subjective opinion isn't the same as clearing up something misleading.",nan,nan,[]
1851420438796161307,B0C92113CAF6BF1FD18D095833FEB4A0110504DE6DD7BDE048F245D731067E94,1730248004994,1851162489704128621,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This is just ignorant, false horseshit engagement bait of the type Elon Musk said he'd ban.     Because of the way this shitty system works, I have to post at least one link that's proof and true: https://www.fca.org.uk/news/statements/individual-sentenced-four-months-imprisonment-contempt-court    But here's one that's a lie.  https://x.com/elonmusk/status/1781183251731677264?lang=en  ",nan,nan,[]
1807183401616912413,60191FC51DFC6C266AA2E1BF0DBB35B5AD29B35A9886EAB1B3C3BCFE11C5E28A,1719701073446,1807030912020041830,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Bella Hadid was born in Washington, DC, and Gigi Hadid was born in Los Angeles. Neither is Palestinian.    https://en.wikipedia.org/wiki/Bella_Hadid    https://en.wikipedia.org/wiki/Gigi_Hadid",nan,nan,[]
1804716836098842988,392CCBF2E36DE32195D9A4F1B038D04B697888E5389AE770C4AB758188C4BD10,1719112998402,1804523294047240377,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The author, Brad Gosse, produces these for, as he puts it, &quot;dark humor.&quot; They are actually meant for adults.      https://bradgosse.com/  https://www.tiktok.com/@bradgosse/video/6867199130029149445",nan,nan,[]
1820892871777550803,022910E2CFC5085C40956ADD1E6E385D29022FB65877DDE684A6CA9E2AC147C2,1722969665842,1820850115789160707,NOT_MISLEADING,"NNN.  Mr. Musk added support to the video Linda posted, which is his opinion.  The video is Linda's opinion.  If you disagree with it, do not create a CN.  Just reply to the post.  ",nan,nan,[]
1755162035518849435,E9BAE34CA807F998B4A6FCF21703AF0B29B220973CEDA4A783F5865563E97A2B,1707298213261,1750155797600870457,NOT_MISLEADING,NNN community notes are negative feedback and can demonetize posts.  Providing additional confirmation links as a CN isn't helpful.  ,nan,nan,[]
1726052643850822095,457D13FA846E0A9B8DD373C3B8F54798DD29FF9538718FEA8F5B79BD06CC5E78,1700357993457,1725957224281899207,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Gen-Z is generally left,socialistic,marxist and support communism when it comes to political stance in America. Digital natives always communicated online, so their interpersonal skills have suffered. Making it hard to communicate effectively in the workplace or social setting.  https://www.forbes.com/sites/jackkelly/2023/09/29/gen-z-faces-financial-challenges-stress-anxiety-and-an-uncertain-future/?sh=4a71e3994f14",1700369614700.0,CURRENTLY_RATED_NOT_HELPFUL,[]
1798357431010881967,2D46D845549684E3A71B61B784B77E3C9C34455AF425906DE1EE2BEF016B5AEA,1717596798076,1798316739937395067,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Jacqui continues to spam X.com with unverfied an claims, usually anecdotal or already widely debunked. Attempts to engage with her to prove her claims are ignored.  This is the original dataset and it's down to people's inability to understand the information that is presented.    https://bmjpublichealth.bmj.com/content/2/1/e000282",nan,nan,[]
1795715869550551502,C2B428F79652ACF75667E5BC49D0DB1E50933B0DF9282CAB73042A8E782CBA59,1716967000746,1795444660745195681,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The above image is an AI created image, also russia does not have space weapons, as mentioned in the original tweet, by the author.     https://www.reuters.com/world/russia-dismisses-us-claim-that-moscow-put-an-anti-satellite-weapon-space-2024-05-22/",1716991204628.0,CURRENTLY_RATED_HELPFUL,[]
1784593842617946270,000F1687C56AB92D846F2B9BFA71AE16D8A88426754E3B462260698E8FB99CFA,1714315302889,1784417777417138378,MISINFORMED_OR_POTENTIALLY_MISLEADING,"12:18 pm would be 1218 militar time  10:41 pm would be 2241 militar time  The person didn’t time travel, that’s just how time works.    https://www.verywellfamily.com/teach-a-retard-to-tell-time-5208351",nan,nan,[]
